row_id,birds
XC122401_ogg,"['akiapo', 'apapan', 'hawama', 'hawcre', 'iiwi', 'omao', 'warwhe1']"
XC122693_ogg,"['akiapo', 'apapan', 'elepai', 'hawama', 'iiwi', 'omao']"
XC124705_ogg,"['akepa1', 'akiapo', 'apapan', 'elepai', 'hawama', 'hawcre', 'iiwi', 'omao', 'warwhe1']"
XC124801_ogg,"['akepa1', 'akiapo', 'apapan', 'hawama', 'hawcre', 'iiwi', 'omao', 'warwhe1']"
XC144826_ogg,"['akiapo', 'apapan', 'hawama', 'hawcre', 'iiwi', 'omao']"
XC147003_ogg,"['akiapo', 'apapan', 'hawama', 'hawcre', 'iiwi']"
XC27355_ogg,"['akiapo', 'apapan', 'elepai', 'hawama']"
XC27374_ogg,"['apapan', 'hawama', 'iiwi', 'omao']"
XC27376_ogg,"['akiapo', 'apapan', 'hawama', 'iiwi', 'omao']"
XC306424_ogg,"['akiapo', 'apapan', 'elepai', 'hawama', 'omao']"
XC385387_ogg,"['akiapo', 'apapan', 'elepai', 'hawama', 'hawcre', 'iiwi', 'kauama', 'omao', 'palila', 'warwhe1']"
XC648118_ogg,"['akiapo', 'apapan', 'hawama', 'hawcre', 'iiwi']"
XC648120_ogg,"['akiapo', 'apapan', 'hawama', 'iiwi', 'kauama']"
XC216038_ogg,"['akekee', 'akikik', 'aniani', 'apapan', 'kauama']"
XC317034_ogg,"['houfin', 'kauama']"
XC150015_ogg,"['amewig', 'mallar3']"
XC150063_ogg,"['amewig', 'mallar3']"
XC152348_ogg,['amewig']
XC152396_ogg,['amewig']
XC152873_ogg,"['amewig', 'gresca', 'rinduc']"
XC153020_ogg,"['amewig', 'pibgre', 'sora']"
XC165450_ogg,"['amewig', 'mallar3']"
XC172886_ogg,['amewig']
XC172887_ogg,['amewig']
XC172888_ogg,"['amewig', 'houfin', 'wesmea']"
XC172889_ogg,"['amewig', 'calqua', 'houfin']"
XC172890_ogg,['amewig']
XC187408_ogg,['amewig']
XC187411_ogg,"['amewig', 'mallar3']"
XC293789_ogg,['amewig']
XC298401_ogg,"['amewig', 'mallar3']"
XC301850_ogg,"['amewig', 'mallar3']"
XC305019_ogg,['amewig']
XC305020_ogg,['amewig']
XC305022_ogg,"['amewig', 'eurwig']"
XC305023_ogg,[]
XC305276_ogg,[]
XC309315_ogg,"['amewig', 'eurwig']"
XC335125_ogg,['amewig']
XC335126_ogg,['amewig']
XC379016_ogg,"['amewig', 'eurwig']"
XC384955_ogg,"['amewig', 'mallar3']"
XC396690_ogg,"['amewig', 'mallar3']"
XC398300_ogg,"['amewig', 'mallar3']"
XC403005_ogg,"['amewig', 'eurwig', 'mallar3', 'rinduc']"
XC404504_ogg,"['amewig', 'mallar3']"
XC448935_ogg,"['amewig', 'mallar3']"
XC448937_ogg,"['amewig', 'mallar3']"
XC509697_ogg,"['amewig', 'cacgoo1', 'cangoo', 'mallar3']"
XC509721_ogg,['caster1']
XC509723_ogg,['amewig']
XC513990_ogg,['amewig']
XC513991_ogg,"['eurwig', 'gnwtea']"
XC519618_ogg,['amewig']
XC519619_ogg,['amewig']
XC519789_ogg,"['amewig', 'lobdow']"
XC519790_ogg,[]
XC522375_ogg,"['amewig', 'gnwtea']"
XC524662_ogg,"['amewig', 'mallar3']"
XC524663_ogg,"['amewig', 'mallar3']"
XC530872_ogg,['amewig']
XC531503_ogg,['amewig']
XC531510_ogg,['amewig']
XC593011_ogg,['rudtur']
XC603725_ogg,"['amewig', 'mallar3']"
XC611348_ogg,"['amewig', 'mallar3']"
XC174949_ogg,"['aniani', 'apapan', 'iiwi']"
XC174952_ogg,"['aniani', 'apapan', 'hawama', 'iiwi', 'kauama']"
XC174955_ogg,"['akekee', 'aniani', 'apapan', 'kauama', 'warwhe1']"
XC210202_ogg,"['aniani', 'apapan', 'kauama', 'warwhe1']"
XC210203_ogg,"['aniani', 'apapan', 'hawama', 'iiwi']"
XC210204_ogg,"['aniani', 'apapan', 'hawama', 'iiwi', 'kauama', 'warwhe1']"
XC210205_ogg,[]
XC210206_ogg,"['aniani', 'hawama']"
XC256222_ogg,['refboo']
XC27338_ogg,"['aniani', 'apapan', 'hawama', 'iiwi']"
XC314503_ogg,"['akekee', 'aniani', 'apapan', 'warwhe1']"
XC317139_ogg,"['akekee', 'aniani', 'apapan']"
XC139974_ogg,"['apapan', 'hawama']"
XC174948_ogg,"['aniani', 'apapan', 'hawama', 'iiwi', 'kauama', 'warwhe1']"
XC175215_ogg,"['akiapo', 'apapan', 'houfin', 'warwhe1']"
XC175225_ogg,"['apapan', 'houfin', 'nutman', 'warwhe1', 'zebdov']"
XC175230_ogg,['apapan']
XC175233_ogg,"['akiapo', 'apapan', 'houfin', 'warwhe1']"
XC175507_ogg,"['apapan', 'hawama', 'iiwi']"
XC175508_ogg,"['apapan', 'hawama', 'hawcre', 'iiwi']"
XC210193_ogg,"['akiapo', 'apapan', 'iiwi']"
XC210194_ogg,"['akiapo', 'apapan', 'houspa']"
XC210195_ogg,['apapan']
XC210197_ogg,['apapan']
XC210198_ogg,['apapan']
XC210199_ogg,['apapan']
XC219958_ogg,['apapan']
XC219959_ogg,['apapan']
XC252590_ogg,"['akiapo', 'apapan', 'hawama', 'iiwi', 'omao']"
XC256220_ogg,"['apapan', 'wesmea']"
XC27308_ogg,"['apapan', 'hawama']"
XC27317_ogg,"['apapan', 'hawama', 'iiwi']"
XC27318_ogg,"['apapan', 'hawama']"
XC27327_ogg,"['apapan', 'hawama', 'iiwi', 'omao']"
XC27330_ogg,['apapan']
XC27331_ogg,['apapan']
XC27340_ogg,"['apapan', 'warwhe1', 'zebdov']"
XC27367_ogg,"['apapan', 'hawama', 'iiwi']"
XC27369_ogg,"['apapan', 'hawama', 'hawcre', 'iiwi', 'omao']"
XC314499_ogg,['apapan']
XC326575_ogg,"['akiapo', 'apapan', 'hawama', 'iiwi', 'omao', 'warwhe1']"
XC326577_ogg,"['apapan', 'hawama', 'iiwi', 'omao']"
XC327341_ogg,"['apapan', 'hawama']"
XC327355_ogg,"['houfin', 'iiwi']"
XC327362_ogg,"['apapan', 'hawama', 'iiwi', 'omao']"
XC327363_ogg,"['apapan', 'hawama', 'iiwi']"
XC336995_ogg,['apapan']
XC368428_ogg,"['akekee', 'apapan', 'hawama', 'iiwi', 'kauama', 'oahama', 'omao', 'warwhe1']"
XC385165_ogg,"['akiapo', 'apapan', 'hawama', 'norcar', 'omao', 'warwhe1']"
XC385295_ogg,['apapan']
XC385332_ogg,"['apapan', 'hawama']"
XC385474_ogg,"['apapan', 'towsol']"
XC454885_ogg,"['apapan', 'omao']"
XC454887_ogg,"['apapan', 'jabwar', 'omao', 'perfal']"
XC503602_ogg,['apapan']
XC503604_ogg,"['apapan', 'iiwi']"
XC503719_ogg,"['apapan', 'hawama', 'iiwi']"
XC503849_ogg,"['apapan', 'hawama', 'hawcre', 'iiwi']"
XC505432_ogg,"['apapan', 'hawama', 'iiwi', 'wesmea']"
XC133801_ogg,['arcter']
XC135277_ogg,['arcter']
XC139656_ogg,['arcter']
XC139657_ogg,['arcter']
XC139658_ogg,['arcter']
XC139659_ogg,['arcter']
XC140733_ogg,['arcter']
XC141787_ogg,['arcter']
XC142818_ogg,['arcter']
XC148887_ogg,['arcter']
XC157364_ogg,['arcter']
XC163353_ogg,['arcter']
XC177388_ogg,['arcter']
XC177389_ogg,['arcter']
XC180832_ogg,['arcter']
XC183826_ogg,['arcter']
XC183834_ogg,['arcter']
XC184107_ogg,['arcter']
XC186403_ogg,['arcter']
XC186405_ogg,['arcter']
XC186407_ogg,['arcter']
XC198122_ogg,['arcter']
XC210268_ogg,['arcter']
XC210269_ogg,['arcter']
XC25068_ogg,['arcter']
XC25071_ogg,['arcter']
XC25176_ogg,['arcter']
XC27035_ogg,['arcter']
XC283636_ogg,['arcter']
XC287765_ogg,['arcter']
XC287766_ogg,['arcter']
XC287768_ogg,['arcter']
XC294481_ogg,['arcter']
XC30166_ogg,['arcter']
XC308958_ogg,['arcter']
XC321008_ogg,['arcter']
XC321009_ogg,['arcter']
XC343119_ogg,['arcter']
XC367581_ogg,['arcter']
XC367634_ogg,['arcter']
XC370355_ogg,['arcter']
XC370357_ogg,['arcter']
XC37419_ogg,['arcter']
XC378021_ogg,['arcter']
XC378023_ogg,"['arcter', 'skylar']"
XC381239_ogg,['arcter']
XC381240_ogg,['arcter']
XC382852_ogg,['arcter']
XC383521_ogg,['arcter']
XC396639_ogg,['arcter']
XC396640_ogg,['arcter']
XC396641_ogg,['arcter']
XC396642_ogg,['arcter']
XC396643_ogg,['arcter']
XC396644_ogg,"['arcter', 'comsan']"
XC396648_ogg,['arcter']
XC396649_ogg,['arcter']
XC401938_ogg,['arcter']
XC423331_ogg,['arcter']
XC424968_ogg,['arcter']
XC431561_ogg,['arcter']
XC432434_ogg,['arcter']
XC432435_ogg,['arcter']
XC432436_ogg,['arcter']
XC432745_ogg,['arcter']
XC432746_ogg,['arcter']
XC432747_ogg,['arcter']
XC432748_ogg,['arcter']
XC473324_ogg,['arcter']
XC475539_ogg,['arcter']
XC475540_ogg,['arcter']
XC475653_ogg,['arcter']
XC476533_ogg,['arcter']
XC484479_ogg,['arcter']
XC484480_ogg,['arcter']
XC484481_ogg,['arcter']
XC487341_ogg,['arcter']
XC487342_ogg,['arcter']
XC487343_ogg,['arcter']
XC487344_ogg,['arcter']
XC487345_ogg,['arcter']
XC487346_ogg,['arcter']
XC487347_ogg,['arcter']
XC487610_ogg,['arcter']
XC487611_ogg,['arcter']
XC487612_ogg,['arcter']
XC487613_ogg,['arcter']
XC487667_ogg,['arcter']
XC487668_ogg,['arcter']
XC487669_ogg,['arcter']
XC487670_ogg,['arcter']
XC487671_ogg,['arcter']
XC487672_ogg,['arcter']
XC487740_ogg,['arcter']
XC487741_ogg,['arcter']
XC488043_ogg,['arcter']
XC488044_ogg,['arcter']
XC490534_ogg,['arcter']
XC491003_ogg,"['arcter', 'gnwtea', 'norsho']"
XC507651_ogg,['arcter']
XC507652_ogg,['arcter']
XC522967_ogg,"['arcter', 'bkbplo']"
XC526895_ogg,"['arcter', 'sander']"
XC533609_ogg,['arcter']
XC535242_ogg,"['arcter', 'rudtur']"
XC535243_ogg,['arcter']
XC553169_ogg,['arcter']
XC554836_ogg,['arcter']
XC564600_ogg,['arcter']
XC568811_ogg,['skylar']
XC578974_ogg,['arcter']
XC578975_ogg,['arcter']
XC578976_ogg,"['arcter', 'comsan']"
XC581439_ogg,"['arcter', 'dunlin']"
XC581722_ogg,['arcter']
XC582087_ogg,"['arcter', 'caster1']"
XC582089_ogg,['arcter']
XC582279_ogg,['arcter']
XC582288_ogg,['arcter']
XC582319_ogg,['arcter']
XC583404_ogg,['arcter']
XC584138_ogg,['arcter']
XC584417_ogg,"['arcter', 'sander']"
XC584418_ogg,"['arcter', 'rudtur']"
XC584419_ogg,[]
XC584451_ogg,['arcter']
XC584485_ogg,[]
XC584604_ogg,['arcter']
XC584613_ogg,['arcter']
XC584614_ogg,"['arcter', 'comsan']"
XC584615_ogg,"['arcter', 'comsan']"
XC584616_ogg,"['arcter', 'lobdow', 'sander']"
XC584617_ogg,"['arcter', 'dunlin']"
XC584618_ogg,"['arcter', 'comsan']"
XC584740_ogg,"['arcter', 'comsan']"
XC584741_ogg,['arcter']
XC584811_ogg,"['arcter', 'perfal']"
XC588546_ogg,"['dunlin', 'sander']"
XC594973_ogg,['arcter']
XC597548_ogg,['arcter']
XC642578_ogg,['arcter']
XC645400_ogg,"['arcter', 'dunlin']"
XC645402_ogg,['arcter']
XC647876_ogg,['arcter']
XC647878_ogg,['arcter']
XC648730_ogg,['arcter']
XC649412_ogg,['arcter']
XC649926_ogg,['arcter']
XC652004_ogg,"['arcter', 'skylar']"
XC652191_ogg,['arcter']
XC652192_ogg,['arcter']
XC652193_ogg,['arcter']
XC652194_ogg,['arcter']
XC652195_ogg,['arcter']
XC652196_ogg,['arcter']
XC652197_ogg,['arcter']
XC652198_ogg,['arcter']
XC652199_ogg,['arcter']
XC652200_ogg,['arcter']
XC652201_ogg,['arcter']
XC652202_ogg,['arcter']
XC652203_ogg,['arcter']
XC652204_ogg,['arcter']
XC652205_ogg,['arcter']
XC652206_ogg,['arcter']
XC652207_ogg,['arcter']
XC655044_ogg,['arcter']
XC656571_ogg,['arcter']
XC656609_ogg,['arcter']
XC656610_ogg,['arcter']
XC656611_ogg,['arcter']
XC657365_ogg,['arcter']
XC660413_ogg,['arcter']
XC661646_ogg,['arcter']
XC661648_ogg,['arcter']
XC662156_ogg,['arcter']
XC662157_ogg,['arcter']
XC663212_ogg,['arcter']
XC663897_ogg,"['arcter', 'comsan']"
XC663980_ogg,['arcter']
XC663981_ogg,['arcter']
XC663982_ogg,['arcter']
XC664034_ogg,"['arcter', 'comsan']"
XC664081_ogg,['arcter']
XC664525_ogg,['arcter']
XC664532_ogg,['arcter']
XC664885_ogg,['arcter']
XC665920_ogg,"['arcter', 'sander']"
XC665921_ogg,['arcter']
XC666674_ogg,['arcter']
XC666839_ogg,['arcter']
XC666840_ogg,['arcter']
XC666851_ogg,['arcter']
XC666868_ogg,['arcter']
XC666886_ogg,['arcter']
XC666888_ogg,['arcter']
XC189893_ogg,['barpet']
XC189894_ogg,['barpet']
XC295060_ogg,['barpet']
XC304615_ogg,"['barpet', 'mitpar']"
XC305567_ogg,"['dunlin', 'gnwtea', 'rinphe']"
XC441955_ogg,['barpet']
XC473562_ogg,"['barpet', 'commyn']"
XC473563_ogg,"['barpet', 'perfal']"
XC473564_ogg,"['barpet', 'blknod']"
XC505278_ogg,['barpet']
XC510489_ogg,['barpet']
XC510711_ogg,['barpet']
XC512736_ogg,"['barpet', 'lcspet', 'rettro']"
XC601885_ogg,['barpet']
XC637020_ogg,['barpet']
XC115512_ogg,['bcnher']
XC119210_ogg,['bcnher']
XC123687_ogg,['bcnher']
XC123806_ogg,['bcnher']
XC128632_ogg,['bcnher']
XC128633_ogg,['bcnher']
XC128813_ogg,['bcnher']
XC130501_ogg,['bcnher']
XC134969_ogg,['bcnher']
XC138482_ogg,['bcnher']
XC143604_ogg,['bcnher']
XC143605_ogg,['bcnher']
XC152401_ogg,['bcnher']
XC153095_ogg,[]
XC170797_ogg,[]
XC172927_ogg,['bcnher']
XC172929_ogg,['bcnher']
XC176645_ogg,['bcnher']
XC182583_ogg,['bcnher']
XC183070_ogg,['bcnher']
XC184124_ogg,['bcnher']
XC184166_ogg,['bcnher']
XC184836_ogg,['bcnher']
XC185489_ogg,"['bcnher', 'mallar3', 'norpin']"
XC188000_ogg,"['bcnher', 'grbher3']"
XC189778_ogg,['bcnher']
XC193696_ogg,"['bcnher', 'categr']"
XC194386_ogg,['bcnher']
XC195513_ogg,['bcnher']
XC200586_ogg,['bcnher']
XC207619_ogg,['bcnher']
XC209828_ogg,['bcnher']
XC210620_ogg,['bcnher']
XC213658_ogg,['bcnher']
XC233693_ogg,['bcnher']
XC235426_ogg,"['categr', 'rettro']"
XC237483_ogg,['bcnher']
XC240302_ogg,['bcnher']
XC241679_ogg,['bcnher']
XC243449_ogg,['bcnher']
XC256294_ogg,['bcnher']
XC256526_ogg,['bcnher']
XC256527_ogg,['bcnher']
XC256938_ogg,"['bcnher', 'caster1']"
XC256939_ogg,"['bcnher', 'mallar3']"
XC257328_ogg,['bcnher']
XC257329_ogg,['bcnher']
XC257330_ogg,['bcnher']
XC263289_ogg,['bcnher']
XC263291_ogg,['bcnher']
XC267055_ogg,['bcnher']
XC267056_ogg,['bcnher']
XC267057_ogg,['bcnher']
XC276735_ogg,['bcnher']
XC276736_ogg,['bcnher']
XC277051_ogg,['bcnher']
XC277475_ogg,['bcnher']
XC277486_ogg,['bcnher']
XC2797_ogg,['bcnher']
XC282497_ogg,['bcnher']
XC282624_ogg,['bcnher']
XC282895_ogg,['bcnher']
XC288326_ogg,['categr']
XC293553_ogg,['bcnher']
XC293559_ogg,['bcnher']
XC293904_ogg,"['bcnher', 'brnowl']"
XC294018_ogg,"['bcnher', 'categr']"
XC298152_ogg,"['bcnher', 'categr']"
XC304259_ogg,"['bcnher', 'categr']"
XC306165_ogg,"['bcnher', 'houfin']"
XC314615_ogg,['bcnher']
XC316345_ogg,['bcnher']
XC319076_ogg,['bcnher']
XC319077_ogg,"['bcnher', 'norcar']"
XC324391_ogg,"['bcnher', 'mallar3', 'skylar']"
XC329641_ogg,"['bcnher', 'categr']"
XC331173_ogg,['bcnher']
XC332466_ogg,['bcnher']
XC333142_ogg,['bcnher']
XC338372_ogg,['bcnher']
XC341753_ogg,['bcnher']
XC344142_ogg,['bcnher']
XC357564_ogg,['bcnher']
XC357707_ogg,"['houspa', 'rinphe']"
XC361996_ogg,['bcnher']
XC361997_ogg,['bcnher']
XC363102_ogg,['bcnher']
XC363318_ogg,['bcnher']
XC365511_ogg,['bcnher']
XC370847_ogg,['bcnher']
XC371129_ogg,['bcnher']
XC373688_ogg,['bcnher']
XC376311_ogg,['bcnher']
XC376571_ogg,['bcnher']
XC383283_ogg,['bcnher']
XC383284_ogg,['bcnher']
XC383368_ogg,['bcnher']
XC383999_ogg,['bcnher']
XC387131_ogg,['bcnher']
XC390527_ogg,['bcnher']
XC393153_ogg,['bcnher']
XC397408_ogg,['bcnher']
XC397486_ogg,['bcnher']
XC397780_ogg,['bcnher']
XC398363_ogg,"['bcnher', 'norpin']"
XC403621_ogg,['bcnher']
XC416417_ogg,['bcnher']
XC419107_ogg,['bcnher']
XC421615_ogg,['bcnher']
XC428433_ogg,['bcnher']
XC429315_ogg,['bcnher']
XC431999_ogg,['bcnher']
XC432143_ogg,['bcnher']
XC432187_ogg,['bcnher']
XC433099_ogg,['bcnher']
XC433153_ogg,['bcnher']
XC433197_ogg,['bcnher']
XC435916_ogg,['bcnher']
XC436935_ogg,['bcnher']
XC437720_ogg,['bcnher']
XC439867_ogg,"['bcnher', 'norcar']"
XC441839_ogg,['bcnher']
XC448799_ogg,['commyn']
XC449100_ogg,['bcnher']
XC449101_ogg,['bcnher']
XC450985_ogg,['bcnher']
XC452567_ogg,['bcnher']
XC452831_ogg,['bcnher']
XC45688_ogg,['bcnher']
XC464577_ogg,['bcnher']
XC464754_ogg,['bcnher']
XC464755_ogg,"['bcnher', 'brnowl', 'eurwig']"
XC464824_ogg,"['bcnher', 'mallar3']"
XC465346_ogg,['bcnher']
XC466177_ogg,"['bcnher', 'grbher3', 'osprey']"
XC466179_ogg,"['bcnher', 'belkin1', 'osprey']"
XC467243_ogg,['bcnher']
XC468735_ogg,['bcnher']
XC470013_ogg,['bcnher']
XC472190_ogg,['bcnher']
XC472433_ogg,['bcnher']
XC475211_ogg,['bcnher']
XC476089_ogg,['bcnher']
XC476112_ogg,"['bcnher', 'categr']"
XC476387_ogg,['bcnher']
XC476511_ogg,['bcnher']
XC477327_ogg,['bcnher']
XC477651_ogg,['bcnher']
XC478220_ogg,['bcnher']
XC478463_ogg,['bcnher']
XC480240_ogg,"['bcnher', 'mallar3']"
XC481710_ogg,['bcnher']
XC481741_ogg,['bcnher']
XC481923_ogg,"['bcnher', 'grbher3']"
XC481939_ogg,['bcnher']
XC483074_ogg,['bcnher']
XC483933_ogg,['bcnher']
XC484356_ogg,['bcnher']
XC485628_ogg,['bcnher']
XC487804_ogg,['bcnher']
XC489284_ogg,[]
XC492160_ogg,"['bcnher', 'gadwal']"
XC492759_ogg,"['bcnher', 'comgal1', 'grbher3']"
XC492976_ogg,['bcnher']
XC493027_ogg,['bcnher']
XC493028_ogg,['norpin']
XC493110_ogg,['bcnher']
XC493181_ogg,"['bcnher', 'bknsti', 'leasan', 'lobdow']"
XC493572_ogg,['bcnher']
XC493577_ogg,['bcnher']
XC494214_ogg,['bcnher']
XC495730_ogg,['bcnher']
XC496729_ogg,['bcnher']
XC497289_ogg,['bcnher']
XC498830_ogg,['bcnher']
XC499535_ogg,['bcnher']
XC500284_ogg,['rinphe']
XC500439_ogg,['bcnher']
XC501690_ogg,['bcnher']
XC505928_ogg,['bcnher']
XC507966_ogg,['bcnher']
XC508101_ogg,['bcnher']
XC509469_ogg,['bcnher']
XC513239_ogg,['bcnher']
XC51575_ogg,['bcnher']
XC51861_ogg,['bcnher']
XC521292_ogg,['bcnher']
XC528094_ogg,['bcnher']
XC528487_ogg,['bcnher']
XC529109_ogg,['bcnher']
XC530927_ogg,['bcnher']
XC534126_ogg,['bcnher']
XC536417_ogg,['bcnher']
XC537566_ogg,['bcnher']
XC537575_ogg,['bcnher']
XC537658_ogg,['bcnher']
XC537665_ogg,['bcnher']
XC538087_ogg,['bcnher']
XC539449_ogg,['bcnher']
XC539681_ogg,['bcnher']
XC540060_ogg,['bcnher']
XC540113_ogg,['bcnher']
XC540547_ogg,['bcnher']
XC540712_ogg,['bcnher']
XC541169_ogg,['bcnher']
XC541223_ogg,['bcnher']
XC541691_ogg,['bcnher']
XC542000_ogg,['bcnher']
XC542097_ogg,['bcnher']
XC542112_ogg,['bcnher']
XC542153_ogg,['bcnher']
XC542158_ogg,['bcnher']
XC542162_ogg,[]
XC542752_ogg,['bcnher']
XC542993_ogg,['bcnher']
XC543087_ogg,['bcnher']
XC543137_ogg,['bcnher']
XC543468_ogg,['bcnher']
XC543896_ogg,['bcnher']
XC544188_ogg,['bcnher']
XC544190_ogg,['bcnher']
XC544191_ogg,['bcnher']
XC544205_ogg,['bcnher']
XC544356_ogg,['bcnher']
XC544363_ogg,['bcnher']
XC544369_ogg,['bcnher']
XC544373_ogg,['bcnher']
XC544765_ogg,['bcnher']
XC544772_ogg,['bcnher']
XC544850_ogg,['bcnher']
XC544856_ogg,['bcnher']
XC545294_ogg,['bcnher']
XC545375_ogg,['bcnher']
XC545376_ogg,['bcnher']
XC545468_ogg,['bcnher']
XC545650_ogg,['bcnher']
XC545651_ogg,['bcnher']
XC545676_ogg,['bcnher']
XC545729_ogg,['bcnher']
XC545941_ogg,['bcnher']
XC546218_ogg,['bcnher']
XC546290_ogg,['bcnher']
XC546448_ogg,"['bcnher', 'norpin']"
XC546862_ogg,['bcnher']
XC547031_ogg,['bcnher']
XC547032_ogg,['bcnher']
XC547393_ogg,['bcnher']
XC547408_ogg,['bcnher']
XC547411_ogg,['bcnher']
XC547413_ogg,['bcnher']
XC548501_ogg,['bcnher']
XC548600_ogg,['bcnher']
XC548601_ogg,['bcnher']
XC548602_ogg,['bcnher']
XC548725_ogg,[]
XC549164_ogg,['bcnher']
XC549290_ogg,['bcnher']
XC549303_ogg,['bcnher']
XC549340_ogg,['bcnher']
XC550235_ogg,['bcnher']
XC550255_ogg,[]
XC550390_ogg,['bcnher']
XC550496_ogg,['bcnher']
XC550542_ogg,['bcnher']
XC550582_ogg,['bcnher']
XC550741_ogg,['bcnher']
XC551196_ogg,['bcnher']
XC551281_ogg,['bcnher']
XC551675_ogg,['bcnher']
XC551981_ogg,['bcnher']
XC552020_ogg,['bcnher']
XC552929_ogg,"['bcnher', 'norpin']"
XC552934_ogg,['bcnher']
XC553015_ogg,['bcnher']
XC553367_ogg,['bcnher']
XC553368_ogg,['bcnher']
XC553534_ogg,['bcnher']
XC553848_ogg,['bcnher']
XC554193_ogg,['bcnher']
XC554322_ogg,['bcnher']
XC554375_ogg,['bcnher']
XC554387_ogg,['bcnher']
XC554532_ogg,['bcnher']
XC555678_ogg,"['bcnher', 'norpin']"
XC555788_ogg,['bcnher']
XC557280_ogg,['bcnher']
XC557289_ogg,['bcnher']
XC557296_ogg,['bcnher']
XC557328_ogg,['bcnher']
XC558100_ogg,['bcnher']
XC558260_ogg,['bcnher']
XC559526_ogg,['bcnher']
XC561055_ogg,['bcnher']
XC561178_ogg,['bcnher']
XC562646_ogg,['bcnher']
XC562653_ogg,['bcnher']
XC562999_ogg,['bcnher']
XC564343_ogg,['bcnher']
XC564846_ogg,['bcnher']
XC565096_ogg,['bcnher']
XC566159_ogg,['bcnher']
XC566574_ogg,['bcnher']
XC567599_ogg,['bcnher']
XC567600_ogg,['bcnher']
XC567940_ogg,['bcnher']
XC568293_ogg,['bcnher']
XC568927_ogg,['bcnher']
XC571938_ogg,['bcnher']
XC572833_ogg,['bcnher']
XC572835_ogg,[]
XC573474_ogg,['bcnher']
XC574101_ogg,['bcnher']
XC574278_ogg,['bcnher']
XC574400_ogg,['bcnher']
XC574426_ogg,['bcnher']
XC574635_ogg,['bcnher']
XC575510_ogg,['bcnher']
XC575620_ogg,['bcnher']
XC577785_ogg,['bcnher']
XC577787_ogg,['bcnher']
XC577794_ogg,"['bcnher', 'gnwtea']"
XC577898_ogg,['bcnher']
XC577899_ogg,['bcnher']
XC577903_ogg,['bcnher']
XC578200_ogg,['bcnher']
XC578515_ogg,[]
XC579688_ogg,['bcnher']
XC579689_ogg,['bcnher']
XC579875_ogg,['bcnher']
XC580029_ogg,['bcnher']
XC580668_ogg,['bcnher']
XC580878_ogg,['bcnher']
XC581199_ogg,[]
XC581292_ogg,['bcnher']
XC581481_ogg,['bcnher']
XC581630_ogg,['bcnher']
XC582943_ogg,['bcnher']
XC583931_ogg,['bcnher']
XC584151_ogg,"['bcnher', 'brnowl']"
XC584799_ogg,['bcnher']
XC585576_ogg,['bcnher']
XC585654_ogg,['bcnher']
XC585776_ogg,['bcnher']
XC586196_ogg,['bcnher']
XC587409_ogg,['bcnher']
XC587835_ogg,['bcnher']
XC587839_ogg,[]
XC587854_ogg,['bcnher']
XC587855_ogg,['bcnher']
XC587866_ogg,['bcnher']
XC587876_ogg,['bcnher']
